,LMA,MinPrice,MaxPrice,Position,MARKET,STRATEGY,OUT
0,20,1,1,,4.557127971426597,4.557127971426597,0.0
854,180,11,9,,2.854716432113183,2.854716432113183,0.0
872,180,15,5,,2.854716432113183,2.854716432113183,0.0
871,180,15,3,,2.854716432113183,2.854716432113183,0.0
870,180,15,1,,2.854716432113183,2.854716432113183,0.0
869,180,13,19,,2.854716432113183,2.854716432113183,0.0
868,180,13,17,,2.854716432113183,2.854716432113183,0.0
867,180,13,15,,2.854716432113183,2.854716432113183,0.0
866,180,13,13,,2.854716432113183,2.854716432113183,0.0
865,180,13,11,,2.854716432113183,2.854716432113183,0.0
864,180,13,9,,2.854716432113183,2.854716432113183,0.0
863,180,13,7,,2.854716432113183,2.854716432113183,0.0
862,180,13,5,,2.854716432113183,2.854716432113183,0.0
861,180,13,3,,2.854716432113183,2.854716432113183,0.0
860,180,13,1,,2.854716432113183,2.854716432113183,0.0
859,180,11,19,,2.854716432113183,2.854716432113183,0.0
858,180,11,17,,2.854716432113183,2.854716432113183,0.0
857,180,11,15,,2.854716432113183,2.854716432113183,0.0
856,180,11,13,,2.854716432113183,2.854716432113183,0.0
873,180,15,7,,2.854716432113183,2.854716432113183,0.0
874,180,15,9,,2.854716432113183,2.854716432113183,0.0
875,180,15,11,,2.854716432113183,2.854716432113183,0.0
885,180,17,11,,2.854716432113183,2.854716432113183,0.0
892,180,19,5,,2.854716432113183,2.854716432113183,0.0
891,180,19,3,,2.854716432113183,2.854716432113183,0.0
890,180,19,1,,2.854716432113183,2.854716432113183,0.0
889,180,17,19,,2.854716432113183,2.854716432113183,0.0
888,180,17,17,,2.854716432113183,2.854716432113183,0.0
887,180,17,15,,2.854716432113183,2.854716432113183,0.0
886,180,17,13,,2.854716432113183,2.854716432113183,0.0
884,180,17,9,,2.854716432113183,2.854716432113183,0.0
876,180,15,13,,2.854716432113183,2.854716432113183,0.0
883,180,17,7,,2.854716432113183,2.854716432113183,0.0
882,180,17,5,,2.854716432113183,2.854716432113183,0.0
881,180,17,3,,2.854716432113183,2.854716432113183,0.0
880,180,17,1,,2.854716432113183,2.854716432113183,0.0
879,180,15,19,,2.854716432113183,2.854716432113183,0.0
878,180,15,17,,2.854716432113183,2.854716432113183,0.0
877,180,15,15,,2.854716432113183,2.854716432113183,0.0
855,180,11,11,,2.854716432113183,2.854716432113183,0.0
853,180,11,7,,2.854716432113183,2.854716432113183,0.0
813,180,3,7,,2.854716432113183,2.854716432113183,0.0
852,180,11,5,,2.854716432113183,2.854716432113183,0.0
831,180,7,3,,2.854716432113183,2.854716432113183,0.0
830,180,7,1,,2.854716432113183,2.854716432113183,0.0
829,180,5,19,,2.854716432113183,2.854716432113183,0.0
828,180,5,17,,2.854716432113183,2.854716432113183,0.0
827,180,5,15,,2.854716432113183,2.854716432113183,0.0
826,180,5,13,,2.854716432113183,2.854716432113183,0.0
825,180,5,11,,2.854716432113183,2.854716432113183,0.0
824,180,5,9,,2.854716432113183,2.854716432113183,0.0
823,180,5,7,,2.854716432113183,2.854716432113183,0.0
822,180,5,5,,2.854716432113183,2.854716432113183,0.0
821,180,5,3,,2.854716432113183,2.854716432113183,0.0
820,180,5,1,,2.854716432113183,2.854716432113183,0.0
819,180,3,19,,2.854716432113183,2.854716432113183,0.0
818,180,3,17,,2.854716432113183,2.854716432113183,0.0
817,180,3,15,,2.854716432113183,2.854716432113183,0.0
816,180,3,13,,2.854716432113183,2.854716432113183,0.0
815,180,3,11,,2.854716432113183,2.854716432113183,0.0
832,180,7,5,,2.854716432113183,2.854716432113183,0.0
833,180,7,7,,2.854716432113183,2.854716432113183,0.0
834,180,7,9,,2.854716432113183,2.854716432113183,0.0
844,180,9,9,,2.854716432113183,2.854716432113183,0.0
851,180,11,3,,2.854716432113183,2.854716432113183,0.0
850,180,11,1,,2.854716432113183,2.854716432113183,0.0
849,180,9,19,,2.854716432113183,2.854716432113183,0.0
848,180,9,17,,2.854716432113183,2.854716432113183,0.0
847,180,9,15,,2.854716432113183,2.854716432113183,0.0
846,180,9,13,,2.854716432113183,2.854716432113183,0.0
845,180,9,11,,2.854716432113183,2.854716432113183,0.0
843,180,9,7,,2.854716432113183,2.854716432113183,0.0
835,180,7,11,,2.854716432113183,2.854716432113183,0.0
842,180,9,5,,2.854716432113183,2.854716432113183,0.0
841,180,9,3,,2.854716432113183,2.854716432113183,0.0
840,180,9,1,,2.854716432113183,2.854716432113183,0.0
839,180,7,19,,2.854716432113183,2.854716432113183,0.0
838,180,7,17,,2.854716432113183,2.854716432113183,0.0
837,180,7,15,,2.854716432113183,2.854716432113183,0.0
836,180,7,13,,2.854716432113183,2.854716432113183,0.0
893,180,19,7,,2.854716432113183,2.854716432113183,0.0
894,180,19,9,,2.854716432113183,2.854716432113183,0.0
895,180,19,11,,2.854716432113183,2.854716432113183,0.0
896,180,19,13,,2.854716432113183,2.854716432113183,0.0
953,200,11,7,,2.8372619710603706,2.8372619710603706,0.0
952,200,11,5,,2.8372619710603706,2.8372619710603706,0.0
951,200,11,3,,2.8372619710603706,2.8372619710603706,0.0
950,200,11,1,,2.8372619710603706,2.8372619710603706,0.0
949,200,9,19,,2.8372619710603706,2.8372619710603706,0.0
948,200,9,17,,2.8372619710603706,2.8372619710603706,0.0
947,200,9,15,,2.8372619710603706,2.8372619710603706,0.0
946,200,9,13,,2.8372619710603706,2.8372619710603706,0.0
945,200,9,11,,2.8372619710603706,2.8372619710603706,0.0
944,200,9,9,,2.8372619710603706,2.8372619710603706,0.0
943,200,9,7,,2.8372619710603706,2.8372619710603706,0.0
942,200,9,5,,2.8372619710603706,2.8372619710603706,0.0
941,200,9,3,,2.8372619710603706,2.8372619710603706,0.0
940,200,9,1,,2.8372619710603706,2.8372619710603706,0.0
939,200,7,19,,2.8372619710603706,2.8372619710603706,0.0
938,200,7,17,,2.8372619710603706,2.8372619710603706,0.0
937,200,7,15,,2.8372619710603706,2.8372619710603706,0.0
954,200,11,9,,2.8372619710603706,2.8372619710603706,0.0
955,200,11,11,,2.8372619710603706,2.8372619710603706,0.0
956,200,11,13,,2.8372619710603706,2.8372619710603706,0.0
966,200,13,13,,2.8372619710603706,2.8372619710603706,0.0
973,200,15,7,,2.8372619710603706,2.8372619710603706,0.0
972,200,15,5,,2.8372619710603706,2.8372619710603706,0.0
971,200,15,3,,2.8372619710603706,2.8372619710603706,0.0
970,200,15,1,,2.8372619710603706,2.8372619710603706,0.0
969,200,13,19,,2.8372619710603706,2.8372619710603706,0.0
968,200,13,17,,2.8372619710603706,2.8372619710603706,0.0
967,200,13,15,,2.8372619710603706,2.8372619710603706,0.0
965,200,13,11,,2.8372619710603706,2.8372619710603706,0.0
957,200,11,15,,2.8372619710603706,2.8372619710603706,0.0
964,200,13,9,,2.8372619710603706,2.8372619710603706,0.0
963,200,13,7,,2.8372619710603706,2.8372619710603706,0.0
962,200,13,5,,2.8372619710603706,2.8372619710603706,0.0
961,200,13,3,,2.8372619710603706,2.8372619710603706,0.0
960,200,13,1,,2.8372619710603706,2.8372619710603706,0.0
959,200,11,19,,2.8372619710603706,2.8372619710603706,0.0
958,200,11,17,,2.8372619710603706,2.8372619710603706,0.0
936,200,7,13,,2.8372619710603706,2.8372619710603706,0.0
935,200,7,11,,2.8372619710603706,2.8372619710603706,0.0
934,200,7,9,,2.8372619710603706,2.8372619710603706,0.0
905,200,1,11,,2.8372619710603706,2.8372619710603706,0.0
912,200,3,5,,2.8372619710603706,2.8372619710603706,0.0
911,200,3,3,,2.8372619710603706,2.8372619710603706,0.0
910,200,3,1,,2.8372619710603706,2.8372619710603706,0.0
909,200,1,19,,2.8372619710603706,2.8372619710603706,0.0
908,200,1,17,,2.8372619710603706,2.8372619710603706,0.0
907,200,1,15,,2.8372619710603706,2.8372619710603706,0.0
906,200,1,13,,2.8372619710603706,2.8372619710603706,0.0
904,200,1,9,,2.8372619710603706,2.8372619710603706,0.0
914,200,3,9,,2.8372619710603706,2.8372619710603706,0.0
903,200,1,7,,2.8372619710603706,2.8372619710603706,0.0
902,200,1,5,,2.8372619710603706,2.8372619710603706,0.0
901,200,1,3,,2.8372619710603706,2.8372619710603706,0.0
900,200,1,1,,2.8372619710603706,2.8372619710603706,0.0
899,180,19,19,,2.854716432113183,2.854716432113183,0.0
898,180,19,17,,2.854716432113183,2.854716432113183,0.0
897,180,19,15,,2.854716432113183,2.854716432113183,0.0
913,200,3,7,,2.8372619710603706,2.8372619710603706,0.0
915,200,3,11,,2.8372619710603706,2.8372619710603706,0.0
933,200,7,7,,2.8372619710603706,2.8372619710603706,0.0
925,200,5,11,,2.8372619710603706,2.8372619710603706,0.0
932,200,7,5,,2.8372619710603706,2.8372619710603706,0.0
931,200,7,3,,2.8372619710603706,2.8372619710603706,0.0
930,200,7,1,,2.8372619710603706,2.8372619710603706,0.0
929,200,5,19,,2.8372619710603706,2.8372619710603706,0.0
928,200,5,17,,2.8372619710603706,2.8372619710603706,0.0
927,200,5,15,,2.8372619710603706,2.8372619710603706,0.0
926,200,5,13,,2.8372619710603706,2.8372619710603706,0.0
924,200,5,9,,2.8372619710603706,2.8372619710603706,0.0
916,200,3,13,,2.8372619710603706,2.8372619710603706,0.0
923,200,5,7,,2.8372619710603706,2.8372619710603706,0.0
922,200,5,5,,2.8372619710603706,2.8372619710603706,0.0
921,200,5,3,,2.8372619710603706,2.8372619710603706,0.0
920,200,5,1,,2.8372619710603706,2.8372619710603706,0.0
919,200,3,19,,2.8372619710603706,2.8372619710603706,0.0
918,200,3,17,,2.8372619710603706,2.8372619710603706,0.0
917,200,3,15,,2.8372619710603706,2.8372619710603706,0.0
814,180,3,9,,2.854716432113183,2.854716432113183,0.0
812,180,3,5,,2.854716432113183,2.854716432113183,0.0
1,20,1,3,,4.557127971426597,4.557127971426597,0.0
691,140,19,3,,2.990286603379763,2.990286603379763,0.0
709,160,1,19,,2.4653756685626966,2.4653756685626966,0.0
708,160,1,17,,2.4653756685626966,2.4653756685626966,0.0
707,160,1,15,,2.4653756685626966,2.4653756685626966,0.0
706,160,1,13,,2.4653756685626966,2.4653756685626966,0.0
705,160,1,11,,2.4653756685626966,2.4653756685626966,0.0
704,160,1,9,,2.4653756685626966,2.4653756685626966,0.0
703,160,1,7,,2.4653756685626966,2.4653756685626966,0.0
702,160,1,5,,2.4653756685626966,2.4653756685626966,0.0
701,160,1,3,,2.4653756685626966,2.4653756685626966,0.0
700,160,1,1,,2.4653756685626966,2.4653756685626966,0.0
699,140,19,19,,2.990286603379763,2.990286603379763,0.0
698,140,19,17,,2.990286603379763,2.990286603379763,0.0
697,140,19,15,,2.990286603379763,2.990286603379763,0.0
696,140,19,13,,2.990286603379763,2.990286603379763,0.0
695,140,19,11,,2.990286603379763,2.990286603379763,0.0
694,140,19,9,,2.990286603379763,2.990286603379763,0.0
693,140,19,7,,2.990286603379763,2.990286603379763,0.0
710,160,3,1,,2.4653756685626966,2.4653756685626966,0.0
711,160,3,3,,2.4653756685626966,2.4653756685626966,0.0
712,160,3,5,,2.4653756685626966,2.4653756685626966,0.0
722,160,5,5,,2.4653756685626966,2.4653756685626966,0.0
729,160,5,19,,2.4653756685626966,2.4653756685626966,0.0
728,160,5,17,,2.4653756685626966,2.4653756685626966,0.0
727,160,5,15,,2.4653756685626966,2.4653756685626966,0.0
726,160,5,13,,2.4653756685626966,2.4653756685626966,0.0
725,160,5,11,,2.4653756685626966,2.4653756685626966,0.0
724,160,5,9,,2.4653756685626966,2.4653756685626966,0.0
723,160,5,7,,2.4653756685626966,2.4653756685626966,0.0
721,160,5,3,,2.4653756685626966,2.4653756685626966,0.0
713,160,3,7,,2.4653756685626966,2.4653756685626966,0.0
720,160,5,1,,2.4653756685626966,2.4653756685626966,0.0
719,160,3,19,,2.4653756685626966,2.4653756685626966,0.0
718,160,3,17,,2.4653756685626966,2.4653756685626966,0.0
717,160,3,15,,2.4653756685626966,2.4653756685626966,0.0
716,160,3,13,,2.4653756685626966,2.4653756685626966,0.0
715,160,3,11,,2.4653756685626966,2.4653756685626966,0.0
714,160,3,9,,2.4653756685626966,2.4653756685626966,0.0
692,140,19,5,,2.990286603379763,2.990286603379763,0.0
690,140,19,1,,2.990286603379763,2.990286603379763,0.0
811,180,3,3,,2.854716432113183,2.854716432113183,0.0
689,140,17,19,,2.990286603379763,2.990286603379763,0.0
668,140,13,17,,2.990286603379763,2.990286603379763,0.0
667,140,13,15,,2.990286603379763,2.990286603379763,0.0
666,140,13,13,,2.990286603379763,2.990286603379763,0.0
665,140,13,11,,2.990286603379763,2.990286603379763,0.0
664,140,13,9,,2.990286603379763,2.990286603379763,0.0
663,140,13,7,,2.990286603379763,2.990286603379763,0.0
662,140,13,5,,2.990286603379763,2.990286603379763,0.0
661,140,13,3,,2.990286603379763,2.990286603379763,0.0
660,140,13,1,,2.990286603379763,2.990286603379763,0.0
659,140,11,19,,2.990286603379763,2.990286603379763,0.0
658,140,11,17,,2.990286603379763,2.990286603379763,0.0
657,140,11,15,,2.990286603379763,2.990286603379763,0.0
656,140,11,13,,2.990286603379763,2.990286603379763,0.0
655,140,11,11,,2.990286603379763,2.990286603379763,0.0
654,140,11,9,,2.990286603379763,2.990286603379763,0.0
653,140,11,7,,2.990286603379763,2.990286603379763,0.0
652,140,11,5,,2.990286603379763,2.990286603379763,0.0
669,140,13,19,,2.990286603379763,2.990286603379763,0.0
670,140,15,1,,2.990286603379763,2.990286603379763,0.0
671,140,15,3,,2.990286603379763,2.990286603379763,0.0
681,140,17,3,,2.990286603379763,2.990286603379763,0.0
688,140,17,17,,2.990286603379763,2.990286603379763,0.0
687,140,17,15,,2.990286603379763,2.990286603379763,0.0
686,140,17,13,,2.990286603379763,2.990286603379763,0.0
685,140,17,11,,2.990286603379763,2.990286603379763,0.0
684,140,17,9,,2.990286603379763,2.990286603379763,0.0
683,140,17,7,,2.990286603379763,2.990286603379763,0.0
682,140,17,5,,2.990286603379763,2.990286603379763,0.0
680,140,17,1,,2.990286603379763,2.990286603379763,0.0
672,140,15,5,,2.990286603379763,2.990286603379763,0.0
679,140,15,19,,2.990286603379763,2.990286603379763,0.0
678,140,15,17,,2.990286603379763,2.990286603379763,0.0
677,140,15,15,,2.990286603379763,2.990286603379763,0.0
676,140,15,13,,2.990286603379763,2.990286603379763,0.0
675,140,15,11,,2.990286603379763,2.990286603379763,0.0
674,140,15,9,,2.990286603379763,2.990286603379763,0.0
673,140,15,7,,2.990286603379763,2.990286603379763,0.0
730,160,7,1,,2.4653756685626966,2.4653756685626966,0.0
731,160,7,3,,2.4653756685626966,2.4653756685626966,0.0
732,160,7,5,,2.4653756685626966,2.4653756685626966,0.0
733,160,7,7,,2.4653756685626966,2.4653756685626966,0.0
790,160,19,1,,2.4653756685626966,2.4653756685626966,0.0
789,160,17,19,,2.4653756685626966,2.4653756685626966,0.0
788,160,17,17,,2.4653756685626966,2.4653756685626966,0.0
787,160,17,15,,2.4653756685626966,2.4653756685626966,0.0
786,160,17,13,,2.4653756685626966,2.4653756685626966,0.0
785,160,17,11,,2.4653756685626966,2.4653756685626966,0.0
784,160,17,9,,2.4653756685626966,2.4653756685626966,0.0
783,160,17,7,,2.4653756685626966,2.4653756685626966,0.0
782,160,17,5,,2.4653756685626966,2.4653756685626966,0.0
781,160,17,3,,2.4653756685626966,2.4653756685626966,0.0
780,160,17,1,,2.4653756685626966,2.4653756685626966,0.0
779,160,15,19,,2.4653756685626966,2.4653756685626966,0.0
778,160,15,17,,2.4653756685626966,2.4653756685626966,0.0
777,160,15,15,,2.4653756685626966,2.4653756685626966,0.0
776,160,15,13,,2.4653756685626966,2.4653756685626966,0.0
775,160,15,11,,2.4653756685626966,2.4653756685626966,0.0
774,160,15,9,,2.4653756685626966,2.4653756685626966,0.0
791,160,19,3,,2.4653756685626966,2.4653756685626966,0.0
792,160,19,5,,2.4653756685626966,2.4653756685626966,0.0
793,160,19,7,,2.4653756685626966,2.4653756685626966,0.0
803,180,1,7,,2.854716432113183,2.854716432113183,0.0
810,180,3,1,,2.854716432113183,2.854716432113183,0.0
809,180,1,19,,2.854716432113183,2.854716432113183,0.0
808,180,1,17,,2.854716432113183,2.854716432113183,0.0
807,180,1,15,,2.854716432113183,2.854716432113183,0.0
806,180,1,13,,2.854716432113183,2.854716432113183,0.0
805,180,1,11,,2.854716432113183,2.854716432113183,0.0
804,180,1,9,,2.854716432113183,2.854716432113183,0.0
802,180,1,5,,2.854716432113183,2.854716432113183,0.0
794,160,19,9,,2.4653756685626966,2.4653756685626966,0.0
801,180,1,3,,2.854716432113183,2.854716432113183,0.0
800,180,1,1,,2.854716432113183,2.854716432113183,0.0
799,160,19,19,,2.4653756685626966,2.4653756685626966,0.0
798,160,19,17,,2.4653756685626966,2.4653756685626966,0.0
797,160,19,15,,2.4653756685626966,2.4653756685626966,0.0
796,160,19,13,,2.4653756685626966,2.4653756685626966,0.0
795,160,19,11,,2.4653756685626966,2.4653756685626966,0.0
773,160,15,7,,2.4653756685626966,2.4653756685626966,0.0
772,160,15,5,,2.4653756685626966,2.4653756685626966,0.0
771,160,15,3,,2.4653756685626966,2.4653756685626966,0.0
742,160,9,5,,2.4653756685626966,2.4653756685626966,0.0
749,160,9,19,,2.4653756685626966,2.4653756685626966,0.0
748,160,9,17,,2.4653756685626966,2.4653756685626966,0.0
747,160,9,15,,2.4653756685626966,2.4653756685626966,0.0
746,160,9,13,,2.4653756685626966,2.4653756685626966,0.0
745,160,9,11,,2.4653756685626966,2.4653756685626966,0.0
744,160,9,9,,2.4653756685626966,2.4653756685626966,0.0
743,160,9,7,,2.4653756685626966,2.4653756685626966,0.0
741,160,9,3,,2.4653756685626966,2.4653756685626966,0.0
751,160,11,3,,2.4653756685626966,2.4653756685626966,0.0
740,160,9,1,,2.4653756685626966,2.4653756685626966,0.0
739,160,7,19,,2.4653756685626966,2.4653756685626966,0.0
738,160,7,17,,2.4653756685626966,2.4653756685626966,0.0
737,160,7,15,,2.4653756685626966,2.4653756685626966,0.0
736,160,7,13,,2.4653756685626966,2.4653756685626966,0.0
735,160,7,11,,2.4653756685626966,2.4653756685626966,0.0
734,160,7,9,,2.4653756685626966,2.4653756685626966,0.0
750,160,11,1,,2.4653756685626966,2.4653756685626966,0.0
752,160,11,5,,2.4653756685626966,2.4653756685626966,0.0
770,160,15,1,,2.4653756685626966,2.4653756685626966,0.0
762,160,13,5,,2.4653756685626966,2.4653756685626966,0.0
769,160,13,19,,2.4653756685626966,2.4653756685626966,0.0
768,160,13,17,,2.4653756685626966,2.4653756685626966,0.0
767,160,13,15,,2.4653756685626966,2.4653756685626966,0.0
766,160,13,13,,2.4653756685626966,2.4653756685626966,0.0
765,160,13,11,,2.4653756685626966,2.4653756685626966,0.0
764,160,13,9,,2.4653756685626966,2.4653756685626966,0.0
763,160,13,7,,2.4653756685626966,2.4653756685626966,0.0
761,160,13,3,,2.4653756685626966,2.4653756685626966,0.0
753,160,11,7,,2.4653756685626966,2.4653756685626966,0.0
760,160,13,1,,2.4653756685626966,2.4653756685626966,0.0
759,160,11,19,,2.4653756685626966,2.4653756685626966,0.0
758,160,11,17,,2.4653756685626966,2.4653756685626966,0.0
757,160,11,15,,2.4653756685626966,2.4653756685626966,0.0
756,160,11,13,,2.4653756685626966,2.4653756685626966,0.0
755,160,11,11,,2.4653756685626966,2.4653756685626966,0.0
754,160,11,9,,2.4653756685626966,2.4653756685626966,0.0
974,200,15,9,,2.8372619710603706,2.8372619710603706,0.0
975,200,15,11,,2.8372619710603706,2.8372619710603706,0.0
976,200,15,13,,2.8372619710603706,2.8372619710603706,0.0
1179,240,15,19,,2.1410594239421017,2.1410594239421017,0.0
1197,240,19,15,,2.1410594239421017,2.1410594239421017,0.0
1196,240,19,13,,2.1410594239421017,2.1410594239421017,0.0
1195,240,19,11,,2.1410594239421017,2.1410594239421017,0.0
1194,240,19,9,,2.1410594239421017,2.1410594239421017,0.0
1193,240,19,7,,2.1410594239421017,2.1410594239421017,0.0
1192,240,19,5,,2.1410594239421017,2.1410594239421017,0.0
1191,240,19,3,,2.1410594239421017,2.1410594239421017,0.0
1190,240,19,1,,2.1410594239421017,2.1410594239421017,0.0
1189,240,17,19,,2.1410594239421017,2.1410594239421017,0.0
1188,240,17,17,,2.1410594239421017,2.1410594239421017,0.0
1187,240,17,15,,2.1410594239421017,2.1410594239421017,0.0
1186,240,17,13,,2.1410594239421017,2.1410594239421017,0.0
1185,240,17,11,,2.1410594239421017,2.1410594239421017,0.0
1184,240,17,9,,2.1410594239421017,2.1410594239421017,0.0
1183,240,17,7,,2.1410594239421017,2.1410594239421017,0.0
1182,240,17,5,,2.1410594239421017,2.1410594239421017,0.0
1181,240,17,3,,2.1410594239421017,2.1410594239421017,0.0
1198,240,19,17,,2.1410594239421017,2.1410594239421017,0.0
1199,240,19,19,,2.1410594239421017,2.1410594239421017,0.0
1200,260,1,1,,1.575018738820436,1.575018738820436,0.0
1210,260,3,1,,1.575018738820436,1.575018738820436,0.0
1217,260,3,15,,1.575018738820436,1.575018738820436,0.0
1216,260,3,13,,1.575018738820436,1.575018738820436,0.0
1215,260,3,11,,1.575018738820436,1.575018738820436,0.0
1214,260,3,9,,1.575018738820436,1.575018738820436,0.0
1213,260,3,7,,1.575018738820436,1.575018738820436,0.0
1212,260,3,5,,1.575018738820436,1.575018738820436,0.0
1211,260,3,3,,1.575018738820436,1.575018738820436,0.0
1209,260,1,19,,1.575018738820436,1.575018738820436,0.0
1201,260,1,3,,1.575018738820436,1.575018738820436,0.0
1208,260,1,17,,1.575018738820436,1.575018738820436,0.0
1207,260,1,15,,1.575018738820436,1.575018738820436,0.0
1206,260,1,13,,1.575018738820436,1.575018738820436,0.0
1205,260,1,11,,1.575018738820436,1.575018738820436,0.0
1204,260,1,9,,1.575018738820436,1.575018738820436,0.0
1203,260,1,7,,1.575018738820436,1.575018738820436,0.0
1202,260,1,5,,1.575018738820436,1.575018738820436,0.0
1180,240,17,1,,2.1410594239421017,2.1410594239421017,0.0
1178,240,15,17,,2.1410594239421017,2.1410594239421017,0.0
977,200,15,15,,2.8372619710603706,2.8372619710603706,0.0
1177,240,15,15,,2.1410594239421017,2.1410594239421017,0.0
1156,240,11,13,,2.1410594239421017,2.1410594239421017,0.0
1155,240,11,11,,2.1410594239421017,2.1410594239421017,0.0
1154,240,11,9,,2.1410594239421017,2.1410594239421017,0.0
1153,240,11,7,,2.1410594239421017,2.1410594239421017,0.0
1152,240,11,5,,2.1410594239421017,2.1410594239421017,0.0
1151,240,11,3,,2.1410594239421017,2.1410594239421017,0.0
1150,240,11,1,,2.1410594239421017,2.1410594239421017,0.0
1149,240,9,19,,2.1410594239421017,2.1410594239421017,0.0
1148,240,9,17,,2.1410594239421017,2.1410594239421017,0.0
1147,240,9,15,,2.1410594239421017,2.1410594239421017,0.0
1146,240,9,13,,2.1410594239421017,2.1410594239421017,0.0
1145,240,9,11,,2.1410594239421017,2.1410594239421017,0.0
1144,240,9,9,,2.1410594239421017,2.1410594239421017,0.0
1143,240,9,7,,2.1410594239421017,2.1410594239421017,0.0
1142,240,9,5,,2.1410594239421017,2.1410594239421017,0.0
1141,240,9,3,,2.1410594239421017,2.1410594239421017,0.0
1140,240,9,1,,2.1410594239421017,2.1410594239421017,0.0
1157,240,11,15,,2.1410594239421017,2.1410594239421017,0.0
1158,240,11,17,,2.1410594239421017,2.1410594239421017,0.0
1159,240,11,19,,2.1410594239421017,2.1410594239421017,0.0
1169,240,13,19,,2.1410594239421017,2.1410594239421017,0.0
1176,240,15,13,,2.1410594239421017,2.1410594239421017,0.0
1175,240,15,11,,2.1410594239421017,2.1410594239421017,0.0
1174,240,15,9,,2.1410594239421017,2.1410594239421017,0.0
1173,240,15,7,,2.1410594239421017,2.1410594239421017,0.0
1172,240,15,5,,2.1410594239421017,2.1410594239421017,0.0
1171,240,15,3,,2.1410594239421017,2.1410594239421017,0.0
1170,240,15,1,,2.1410594239421017,2.1410594239421017,0.0
1168,240,13,17,,2.1410594239421017,2.1410594239421017,0.0
1160,240,13,1,,2.1410594239421017,2.1410594239421017,0.0
1167,240,13,15,,2.1410594239421017,2.1410594239421017,0.0
1166,240,13,13,,2.1410594239421017,2.1410594239421017,0.0
1165,240,13,11,,2.1410594239421017,2.1410594239421017,0.0
1164,240,13,9,,2.1410594239421017,2.1410594239421017,0.0
1163,240,13,7,,2.1410594239421017,2.1410594239421017,0.0
1162,240,13,5,,2.1410594239421017,2.1410594239421017,0.0
1161,240,13,3,,2.1410594239421017,2.1410594239421017,0.0
1218,260,3,17,,1.575018738820436,1.575018738820436,0.0
1219,260,3,19,,1.575018738820436,1.575018738820436,0.0
1220,260,5,1,,1.575018738820436,1.575018738820436,0.0
1221,260,5,3,,1.575018738820436,1.575018738820436,0.0
1278,260,15,17,,1.575018738820436,1.575018738820436,0.0
1277,260,15,15,,1.575018738820436,1.575018738820436,0.0
1276,260,15,13,,1.575018738820436,1.575018738820436,0.0
1275,260,15,11,,1.575018738820436,1.575018738820436,0.0
1274,260,15,9,,1.575018738820436,1.575018738820436,0.0
1273,260,15,7,,1.575018738820436,1.575018738820436,0.0
1272,260,15,5,,1.575018738820436,1.575018738820436,0.0
1271,260,15,3,,1.575018738820436,1.575018738820436,0.0
1270,260,15,1,,1.575018738820436,1.575018738820436,0.0
1269,260,13,19,,1.575018738820436,1.575018738820436,0.0
1268,260,13,17,,1.575018738820436,1.575018738820436,0.0
1267,260,13,15,,1.575018738820436,1.575018738820436,0.0
1266,260,13,13,,1.575018738820436,1.575018738820436,0.0
1265,260,13,11,,1.575018738820436,1.575018738820436,0.0
1264,260,13,9,,1.575018738820436,1.575018738820436,0.0
1263,260,13,7,,1.575018738820436,1.575018738820436,0.0
